table_schema,table_name,column_name,data_type,is_nullable,column_default
extensions,pg_stat_statements,jit_generation_time,double precision,YES,null
extensions,pg_stat_statements,jit_inlining_count,bigint,YES,null
extensions,pg_stat_statements,jit_inlining_time,double precision,YES,null
extensions,pg_stat_statements,jit_optimization_count,bigint,YES,null
extensions,pg_stat_statements,jit_optimization_time,double precision,YES,null
extensions,pg_stat_statements,jit_emission_count,bigint,YES,null
extensions,pg_stat_statements,jit_emission_time,double precision,YES,null
extensions,pg_stat_statements,jit_deform_count,bigint,YES,null
extensions,pg_stat_statements,jit_deform_time,double precision,YES,null
extensions,pg_stat_statements,stats_since,timestamp with time zone,YES,null
extensions,pg_stat_statements,minmax_stats_since,timestamp with time zone,YES,null
extensions,pg_stat_statements_info,dealloc,bigint,YES,null
extensions,pg_stat_statements_info,stats_reset,timestamp with time zone,YES,null
public,events,id,bigint,NO,nextval('events_id_seq'::regclass)
public,events,image_url,text,YES,null
public,events,title,text,NO,null
public,events,date,text,NO,null
public,events,start_time,text,NO,null
public,events,end_time,text,NO,null
public,events,location,text,NO,null
public,events,address,text,YES,null
public,events,description,text,YES,null
public,events,host_id,uuid,NO,null
public,events,status,text,NO,'open'::text
public,events,created_at,timestamp with time zone,NO,now()
public,events,slug,text,NO,null
public,events,allow_guest_rsvp,boolean,NO,true
public,events,allow_plus_one,boolean,NO,true
public,events,max_guests_per_rsvp,integer,NO,1
public,events,capacity,integer,YES,null
public,events,use_custom_rsvp_text,boolean,NO,false
public,events,custom_yup_text,text,YES,null
public,events,custom_nope_text,text,YES,null
public,events,custom_maybe_text,text,YES,null
public,events,rsvp_visibility,text,NO,'public'::text
public,events,waitlist_enabled,boolean,NO,false
public,events,public_rsvp_enabled,boolean,YES,true
public,events,guest_approval_required,boolean,YES,false
public,events,auto_approve_guests,boolean,YES,true
public,guest_invitation_links,id,integer,NO,nextval('guest_invitation_links_id_seq'::regclass)
public,guest_invitation_links,event_id,integer,NO,null
public,guest_invitation_links,created_by,uuid,NO,null
public,guest_invitation_links,link_token,uuid,NO,gen_random_uuid()
public,guest_invitation_links,link_name,text,YES,null
public,guest_invitation_links,is_active,boolean,YES,true
public,guest_invitation_links,expires_at,timestamp with time zone,YES,null
public,guest_invitation_links,max_uses,integer,YES,null
public,guest_invitation_links,current_uses,integer,YES,0
public,guest_invitation_links,last_used_at,timestamp with time zone,YES,null
public,guest_invitation_links,created_at,timestamp with time zone,YES,now()
public,guest_invitation_links,updated_at,timestamp with time zone,YES,now()
public,invitation_analytics,invitation_id,integer,YES,null
public,invitation_analytics,event_id,integer,YES,null
public,invitation_analytics,event_title,text,YES,null
public,invitation_analytics,invitation_method,text,YES,null
public,invitation_analytics,recipient_phone,text,YES,null
public,invitation_analytics,recipient_email,text,YES,null
public,invitation_analytics,recipient_name,text,YES,null
public,invitation_analytics,invitation_status,text,YES,null
public,invitation_analytics,sent_at,timestamp with time zone,YES,null
public,invitation_analytics,delivered_at,timestamp with time zone,YES,null
public,invitation_analytics,opened_at,timestamp with time zone,YES,null
public,invitation_analytics,response_id,bigint,YES,null
public,invitation_analytics,response_type,text,YES,null
public,invitation_analytics,responded_at,timestamp with time zone,YES,null
public,invitation_analytics,is_guest,boolean,YES,null
public,invitation_analytics,guest_name,text,YES,null
public,invitation_analytics,guest_email,text,YES,null
public,invitation_analytics,guest_count,integer,YES,null
public,invitation_analytics,final_status,text,YES,null
public,invitation_templates,id,integer,NO,nextval('invitation_templates_id_seq'::regclass)
public,invitation_templates,user_id,uuid,NO,null
public,invitation_templates,template_name,text,NO,null
public,invitation_templates,template_type,text,NO,null
public,invitation_templates,subject,text,YES,null
public,invitation_templates,message_template,text,NO,null
public,invitation_templates,use_custom_branding,boolean,YES,false
public,invitation_templates,logo_url,text,YES,null
public,invitation_templates,primary_color,text,YES,null
public,invitation_templates,secondary_color,text,YES,null
public,invitation_templates,is_default,boolean,YES,false
public,invitation_templates,is_active,boolean,YES,true
public,invitation_templates,created_at,timestamp with time zone,YES,now()
public,invitation_templates,updated_at,timestamp with time zone,YES,now()
public,invitations,id,integer,NO,nextval('invitations_id_seq'::regclass)
public,invitations,event_id,integer,NO,null
public,invitations,invited_by,uuid,NO,null
public,invitations,invitation_method,text,NO,null
public,invitations,recipient_phone,text,YES,null
public,invitations,recipient_email,text,YES,null
public,invitations,recipient_name,text,YES,null
public,invitations,status,text,YES,'sent'::text
public,invitations,sent_at,timestamp with time zone,YES,now()
public,invitations,delivered_at,timestamp with time zone,YES,null
public,invitations,opened_at,timestamp with time zone,YES,null
public,invitations,twilio_message_sid,text,YES,null
public,invitations,email_message_id,text,YES,null
public,invitations,invitation_token,uuid,YES,gen_random_uuid()
public,invitations,custom_message,text,YES,null
public,invitations,created_at,timestamp with time zone,YES,now()
public,invitations,updated_at,timestamp with time zone,YES,now()
public,responses,id,bigint,NO,nextval('responses_id_seq'::regclass)
public,responses,event_id,bigint,NO,null
public,responses,user_id,uuid,YES,null
public,responses,response_type,text,NO,null
public,responses,created_at,timestamp with time zone,NO,now()
public,responses,is_guest,boolean,YES,false
public,responses,guest_name,text,YES,null
public,responses,guest_email,text,YES,null
public,responses,guest_count,integer,YES,0
public,responses,invitation_id,integer,YES,null
public,responses,response_token,uuid,YES,gen_random_uuid()
public,responses,responded_at,timestamp with time zone,YES,now()
public,sms_compliance_logs,id,integer,NO,nextval('sms_compliance_logs_id_seq'::regclass)
public,sms_compliance_logs,phone_number,text,NO,null
public,sms_compliance_logs,event_type,text,NO,null
public,sms_compliance_logs,message_content,text,YES,null
public,sms_compliance_logs,campaign_type,text,YES,null
public,sms_compliance_logs,consent_timestamp,timestamp with time zone,YES,null
public,sms_compliance_logs,message_sid,text,YES,null
public,sms_compliance_logs,created_at,timestamp with time zone,YES,now()
public,sms_opt_outs,id,integer,NO,nextval('sms_opt_outs_id_seq'::regclass)
public,sms_opt_outs,phone_number,text,NO,null
public,sms_opt_outs,opt_out_keyword,text,NO,null
public,sms_opt_outs,opt_out_date,timestamp with time zone,YES,now()
public,sms_opt_outs,method,text,YES,'sms'::text
public,sms_opt_outs,created_at,timestamp with time zone,YES,now()
public,sms_webhook_logs,id,integer,NO,nextval('sms_webhook_logs_id_seq'::regclass)
public,sms_webhook_logs,phone_number,text,NO,null
public,sms_webhook_logs,message_body,text,NO,null
public,sms_webhook_logs,message_sid,text,YES,null
public,sms_webhook_logs,webhook_type,text,YES,'incoming'::text
public,sms_webhook_logs,processed_at,timestamp with time zone,YES,now()
public,sms_webhook_logs,created_at,timestamp with time zone,YES,now()
public,users,id,uuid,NO,auth.uid()
public,users,username,text,YES,null
public,users,display_name,text,NO,''::text
public,users,email,text,YES,null
public,users,phone_number,text,YES,null
public,users,reset_token,text,YES,null
public,users,reset_token_expiry,timestamp with time zone,YES,null
public,users,profile_image_url,text,YES,null
public,users,is_admin,boolean,NO,false
public,users,is_pro,boolean,NO,false
public,users,is_premium,boolean,NO,false
public,users,brand_theme,text,YES,'{}'::text
public,users,logo_url,text,YES,null
public,users,stripe_customer_id,text,YES,null
public,users,stripe_subscription_id,text,YES,null
public,users,linkedin_id,text,YES,null
public,users,linkedin_access_token,text,YES,null
public,users,linkedin_profile_url,text,YES,null
public,users,linkedin_connections,text,YES,null
public,users,brand_primary_color,text,YES,null
public,users,brand_secondary_color,text,YES,null
public,users,brand_tertiary_color,text,YES,null
public,users,custom_yup_text,text,YES,'Yup'::text
public,users,custom_nope_text,text,YES,'Nope'::text
public,users,custom_maybe_text,text,YES,'Maybe'::text
public,users,created_at,timestamp with time zone,YES,now()
public,users,updated_at,timestamp with time zone,YES,now()
public,users,sms_opt_out,boolean,YES,false
public,users,sms_opt_out_date,timestamp with time zone,YES,null
public,users,sms_opt_out_keyword,text,YES,null
public,users,sms_opt_in_date,timestamp with time zone,YES,null
public,users,sms_opt_in_keyword,text,YES,null
realtime,messages,topic,text,NO,null
realtime,messages,extension,text,NO,null
realtime,messages,payload,jsonb,YES,null
realtime,messages,event,text,YES,null
realtime,messages,private,boolean,YES,false
realtime,messages,updated_at,timestamp without time zone,NO,now()
realtime,messages,inserted_at,timestamp without time zone,NO,now()
realtime,messages,id,uuid,NO,gen_random_uuid()
realtime,schema_migrations,version,bigint,NO,null
realtime,schema_migrations,inserted_at,timestamp without time zone,YES,null
realtime,subscription,id,bigint,NO,null
realtime,subscription,subscription_id,uuid,NO,null
realtime,subscription,entity,regclass,NO,null
realtime,subscription,filters,ARRAY,NO,'{}'::realtime.user_defined_filter[]
realtime,subscription,claims,jsonb,NO,null
realtime,subscription,claims_role,regrole,NO,null
realtime,subscription,created_at,timestamp without time zone,NO,"timezone('utc'::text, now())"
storage,buckets,id,text,NO,null
storage,buckets,name,text,NO,null
storage,buckets,owner,uuid,YES,null
storage,buckets,created_at,timestamp with time zone,YES,now()
storage,buckets,updated_at,timestamp with time zone,YES,now()
storage,buckets,public,boolean,YES,false
storage,buckets,avif_autodetection,boolean,YES,false
storage,buckets,file_size_limit,bigint,YES,null
storage,buckets,allowed_mime_types,ARRAY,YES,null
storage,buckets,owner_id,text,YES,null
storage,migrations,id,integer,NO,null
storage,migrations,name,character varying,NO,null
storage,migrations,hash,character varying,NO,null
storage,migrations,executed_at,timestamp without time zone,YES,CURRENT_TIMESTAMP
storage,objects,id,uuid,NO,gen_random_uuid()
storage,objects,bucket_id,text,YES,null
storage,objects,name,text,YES,null
storage,objects,owner,uuid,YES,null
storage,objects,created_at,timestamp with time zone,YES,now()
storage,objects,updated_at,timestamp with time zone,YES,now()
storage,objects,last_accessed_at,timestamp with time zone,YES,now()
storage,objects,metadata,jsonb,YES,null
storage,objects,path_tokens,ARRAY,YES,null
storage,objects,version,text,YES,null
storage,objects,owner_id,text,YES,null
storage,objects,user_metadata,jsonb,YES,null
storage,s3_multipart_uploads,id,text,NO,null
storage,s3_multipart_uploads,in_progress_size,bigint,NO,0
storage,s3_multipart_uploads,upload_signature,text,NO,null
storage,s3_multipart_uploads,bucket_id,text,NO,null
storage,s3_multipart_uploads,key,text,NO,null
storage,s3_multipart_uploads,version,text,NO,null
storage,s3_multipart_uploads,owner_id,text,YES,null
storage,s3_multipart_uploads,created_at,timestamp with time zone,NO,now()
storage,s3_multipart_uploads,user_metadata,jsonb,YES,null
storage,s3_multipart_uploads_parts,id,uuid,NO,gen_random_uuid()
storage,s3_multipart_uploads_parts,upload_id,text,NO,null
storage,s3_multipart_uploads_parts,size,bigint,NO,0
storage,s3_multipart_uploads_parts,part_number,integer,NO,null
storage,s3_multipart_uploads_parts,bucket_id,text,NO,null
storage,s3_multipart_uploads_parts,key,text,NO,null
storage,s3_multipart_uploads_parts,etag,text,NO,null
storage,s3_multipart_uploads_parts,owner_id,text,YES,null
storage,s3_multipart_uploads_parts,version,text,NO,null
storage,s3_multipart_uploads_parts,created_at,timestamp with time zone,NO,now()
vault,decrypted_secrets,id,uuid,YES,null
vault,decrypted_secrets,name,text,YES,null
vault,decrypted_secrets,description,text,YES,null
vault,decrypted_secrets,secret,text,YES,null
vault,decrypted_secrets,decrypted_secret,text,YES,null
vault,decrypted_secrets,key_id,uuid,YES,null
vault,decrypted_secrets,nonce,bytea,YES,null
vault,decrypted_secrets,created_at,timestamp with time zone,YES,null
vault,decrypted_secrets,updated_at,timestamp with time zone,YES,null
vault,secrets,id,uuid,NO,gen_random_uuid()
vault,secrets,name,text,YES,null
vault,secrets,description,text,NO,''::text
vault,secrets,secret,text,NO,null
vault,secrets,key_id,uuid,YES,null
vault,secrets,nonce,bytea,YES,vault._crypto_aead_det_noncegen()
vault,secrets,created_at,timestamp with time zone,NO,CURRENT_TIMESTAMP
vault,secrets,updated_at,timestamp with time zone,NO,CURRENT_TIMESTAMP
